order_item_id,order_id,product_id,quantity,unit_price
359,1834,171,1,4875.43
360,4876,89,1,1908.68
361,4980,144,3,2820.22
362,3164,2,4,2709.86
363,2734,140,1,2104.99
364,4770,147,5,2139.32
365,4569,175,1,2517.05
366,2043,147,5,2139.32
367,2924,20,4,3610.26
368,2029,159,1,169.47
369,3703,146,5,4802.01
370,3036,21,1,651.5
371,218,25,4,4873.2
372,4032,5,2,2168.56
373,31,16,1,342.1
374,3185,86,3,637.78
375,148,132,2,4240.78
376,1667,183,2,4040.56
377,3926,104,3,4619.03
378,4497,56,1,1899.51
379,3549,122,2,3402.63
380,4692,173,2,709.76
381,3432,34,1,1016.61
382,394,86,3,637.78
383,1623,114,5,505.47
384,4444,113,2,1812.1
385,340,85,4,4247.78
386,1501,154,1,1864.28
387,4415,170,4,2387.19
388,3010,154,1,1864.28
389,395,10,1,974.25
390,4318,135,2,2322.77
391,1752,90,5,3801.92
392,3027,40,4,4828.05
393,4568,132,4,4240.78
394,674,9,3,3404.01
395,3363,73,5,1245.98
396,1763,143,4,3081.45
397,776,77,4,2559.59
398,2409,8,5,652.3
399,392,92,3,336.66
400,2825,125,3,2865.74
401,1592,50,5,4506.29
402,3371,4,3,1525.07
403,1487,148,4,3250.66
404,2717,163,1,3906.47
405,3199,48,4,1200.53
406,1057,55,4,1111.45
407,842,129,1,76.98
408,3747,165,5,1911.42
409,4402,191,2,81.25
410,4655,90,4,3801.92
411,347,62,5,729.82
412,1563,175,3,2517.05
413,1173,192,4,4954.72
414,2115,184,1,4757.3
415,400,162,1,1229.58
416,1781,20,5,3610.26
417,662,167,4,4980.53
418,686,192,2,4954.72
419,723,86,3,637.78
420,3782,11,3,2074.52
421,3368,184,5,4757.3
422,1073,164,5,1838.33
423,2154,188,4,3546.42
424,2949,8,4,652.3
425,3921,165,3,1911.42
426,3582,68,4,2362.37
427,1854,9,2,3404.01
428,1744,100,5,4795.38
429,1483,131,4,736.05
430,2354,154,1,1864.28
431,2231,98,2,-100.0
432,4344,173,5,709.76
433,258,29,5,1699.59
434,1058,36,4,2718.05
435,4751,14,5,3668.31
436,2137,12,5,4862.4
437,354,123,5,2303.22
438,4484,6,2,958.78
439,3769,51,4,560.49
440,3068,99,2,520.25
441,4994,184,4,4757.3
442,3907,114,5,505.47
443,3303,107,4,1766.94
444,4812,29,3,1699.59
445,1672,170,3,2387.19
446,2775,15,2,4357.17
447,1695,105,5,4959.45
448,2945,136,3,3716.48
449,4877,107,1,1766.94
450,4543,135,2,2322.77
451,21,148,4,3250.66
452,1969,168,4,4864.91
453,10,158,4,-100.0
454,4341,9,3,3404.01
455,2145,63,5,770.1
456,4705,1,5,1748.2
457,4849,130,4,3752.98
458,2303,52,1,632.53
459,1777,155,4,3620.25
460,3256,107,5,1766.94
461,321,21,3,651.5
462,4206,117,3,4072.16
463,332,5,3,2168.56
464,4788,122,4,3402.63
465,1399,11,5,2074.52
466,1346,170,1,2387.19
467,3465,111,3,155.71
468,1476,62,2,729.82
469,1571,79,1,3629.97
470,2740,45,1,3551.27
471,1658,189,2,1682.79
472,3698,99,5,520.25
473,4760,151,4,3524.16
474,3655,50,5,4506.29
475,640,190,3,4796.02
476,3365,164,2,1838.33
477,4850,97,5,369.16
478,2935,143,3,3081.45
479,18,106,1,4109.75
480,1500,39,4,2333.6
481,2661,146,5,4802.01
482,1306,145,4,3015.1
483,4193,40,1,4828.05
484,4244,54,4,107.31
485,4810,194,2,2886.29
486,3881,172,4,3055.81
487,2030,59,3,4550.79
488,730,35,4,4287.16
489,4251,140,5,2104.99
490,2020,32,4,-100.0
491,4134,3,3,3877.2
492,3508,8,4,652.3
493,2370,57,5,399.2
494,2556,68,4,2362.37
495,3204,110,5,2168.73
496,778,82,2,3629.13
497,1706,68,5,2362.37
498,2783,193,4,2690.69
499,647,82,2,3629.13
500,4435,54,5,107.31
501,1808,102,1,-100.0
502,1031,50,3,4506.29
503,1316,89,4,1908.68
504,636,186,2,798.91
505,2681,121,4,4483.51
506,2047,29,3,1699.59
507,2524,193,4,2690.69
508,1109,93,3,4958.13
509,4017,160,1,2178.42
510,1659,130,5,3752.98
511,1438,177,4,3147.92
512,4388,129,2,76.98
513,1071,168,2,4864.91
514,2237,152,4,3907.36
515,379,76,5,1483.57
516,4488,75,3,2091.44
517,418,101,5,1667.37
518,154,50,4,4506.29
519,2780,184,1,4757.3
520,3298,2,1,2709.86
521,3643,44,3,3031.07
522,3863,91,4,2663.66
523,46,14,1,3668.31
524,3760,55,3,1111.45
525,852,147,1,2139.32
526,245,171,3,4875.43
527,3042,87,3,1745.57
528,1140,154,1,1864.28
529,356,160,4,2178.42
530,2309,56,2,1899.51
531,4676,7,5,3125.61
532,3259,19,4,1417.95
533,2351,167,1,4980.53
534,1042,107,1,1766.94
535,1613,29,4,1699.59
536,990,47,3,2077.09
537,1793,190,4,4796.02
538,4879,28,5,3057.52
539,1594,130,3,3752.98
540,2695,158,3,-100.0
541,3660,153,3,1022.31
542,3489,16,4,342.1
543,3436,89,5,1908.68
544,3605,44,1,3031.07
545,2864,97,1,369.16
546,2621,36,2,2718.05
547,2207,115,5,2729.37
548,1053,110,4,2168.73
549,4161,99,3,520.25
550,4003,143,5,3081.45
551,3743,124,5,1937.01
552,3311,140,5,2104.99
553,4185,151,1,3524.16
554,3063,36,5,2718.05
555,3995,169,1,2620.98
556,2186,33,5,3398.73
557,3307,54,2,107.31
558,1663,37,2,760.38
559,2838,149,3,4496.99
560,1174,70,3,319.63
561,4819,186,2,798.91
562,2687,10,3,974.25
563,4533,47,1,2077.09
564,4593,92,5,336.66
565,1421,114,5,505.47
566,4844,171,5,4875.43
567,3103,91,5,2663.66
568,1726,126,5,4251.51
569,1244,64,2,1190.2
570,1151,140,3,2104.99
571,4087,179,5,2927.37
572,887,195,3,464.65
573,4283,68,2,2362.37
574,3226,80,1,226.32
575,4619,110,4,2168.73
576,1803,9,1,3404.01
577,2748,194,5,2886.29
578,348,133,1,1348.28
579,4152,82,4,3629.13
580,3517,131,1,736.05
581,4295,98,3,-100.0
582,4603,37,5,760.38
583,714,16,2,342.1
584,3139,178,5,4333.64
585,3927,146,1,4802.01
586,4104,38,1,2905.17
587,4564,63,4,770.1
588,1462,196,4,752.0
589,4547,159,3,169.47
590,4449,153,4,1022.31
591,2385,149,3,4496.99
592,1870,127,3,328.69
593,1536,52,1,632.53
594,4816,56,5,1899.51
595,3371,168,1,4864.91
596,4237,95,5,1719.44
597,2017,127,2,328.69
598,687,145,3,3015.1
599,3966,70,4,319.63
600,3108,51,5,560.49
601,1532,194,5,2886.29
602,1809,165,3,1911.42
603,532,185,4,2653.6
604,3412,194,5,2886.29
605,1208,74,4,1267.56
606,1183,34,1,1016.61
607,4086,77,4,2559.59
608,2107,126,2,4251.51
609,4519,82,3,3629.13
610,3249,18,5,850.63
611,2054,44,3,3031.07
612,3845,195,1,464.65
613,4247,100,2,4795.38
614,88,105,2,4959.45
615,711,186,3,798.91
616,3891,178,1,4333.64
617,14,110,1,2168.73
618,4003,137,4,1265.25
619,4603,141,5,766.77
620,3935,185,5,2653.6
621,4802,21,1,651.5
622,4972,11,2,2074.52
623,3550,139,5,1457.29
624,3407,188,5,3546.42
625,3007,190,2,4796.02
626,4763,54,1,107.31
627,2816,132,5,4240.78
628,412,125,1,2865.74
629,4733,145,1,3015.1
630,4518,70,4,319.63
631,809,14,4,3668.31
632,1700,99,1,520.25
633,3643,94,2,3230.41
634,3000,36,4,2718.05
635,3335,5,1,2168.56
636,1171,137,1,1265.25
637,4543,9,5,3404.01
638,227,80,4,226.32
639,3379,141,2,766.77
640,401,143,2,3081.45
641,4571,52,2,632.53
642,2321,17,2,129.68
643,2511,45,1,3551.27
644,3737,145,5,3015.1
645,1396,180,2,3546.06
646,1855,80,4,226.32
647,2120,137,3,1265.25
648,723,85,4,4247.78
649,2260,127,1,328.69
650,3775,57,1,399.2
651,3528,6,5,958.78
652,3291,22,1,4837.29
653,2354,97,5,369.16
654,2485,4,3,1525.07
655,4408,136,4,3716.48
656,3711,55,2,1111.45
657,3370,8,2,652.3
658,175,163,5,3906.47
659,4740,149,3,4496.99
660,2474,131,4,736.05
661,4841,199,5,-100.0
662,206,157,4,1928.55
663,3481,55,5,1111.45
664,3712,131,3,736.05
665,1046,90,4,3801.92
666,471,73,1,1245.98
667,1438,180,3,3546.06
668,696,10,4,974.25
669,2226,132,2,4240.78
670,358,134,5,883.72
671,390,169,2,2620.98
672,3693,112,1,1684.43
673,1943,187,2,923.88
674,1169,145,1,3015.1
675,1601,99,5,520.25
676,1410,18,3,850.63
677,523,56,4,1899.51
678,3653,115,2,2729.37
679,243,63,4,770.1
680,3486,184,5,4757.3
681,1471,72,5,2818.18
682,1753,25,4,4873.2
683,2709,149,3,4496.99
684,140,4,3,1525.07
685,3958,115,5,2729.37
686,4680,70,5,319.63
687,3595,149,4,4496.99
688,4289,64,4,1190.2
689,3905,170,1,2387.19
690,905,169,5,2620.98
691,1523,60,4,555.95
692,4956,113,4,1812.1
693,3577,149,2,4496.99
694,4290,135,5,2322.77
695,4899,124,2,1937.01
696,1677,168,3,4864.91
697,399,141,2,766.77
698,2295,147,1,2139.32
699,2798,160,2,2178.42
700,4089,61,2,926.94
701,3206,67,1,38.18
702,4654,6,3,958.78
703,802,29,3,1699.59
704,82,88,5,3820.04
705,3209,61,1,926.94
706,2139,115,3,2729.37
707,2242,7,5,3125.61
708,1801,185,1,2653.6
709,4609,126,5,4251.51
710,2047,144,3,2820.22
711,2566,102,5,-100.0
712,337,106,3,4109.75
713,1030,176,4,2176.21
714,3428,115,4,2729.37
715,3875,4,4,1525.07
716,3295,197,5,679.44
717,1052,166,5,1710.25
718,897,185,1,2653.6
719,3835,56,4,1899.51
720,2925,101,2,1667.37
721,611,101,5,1667.37
722,1866,9,5,3404.01
723,1351,198,4,2584.83
724,2847,85,3,4247.78
725,1323,191,2,81.25
726,1815,6,4,958.78
727,4920,186,3,798.91
728,3678,140,2,2104.99
729,2159,109,5,4774.93
730,2862,119,4,1258.26
731,3320,148,1,3250.66
732,2695,1,5,1748.2
733,4413,29,5,1699.59
734,516,192,4,4954.72
735,2415,29,4,1699.59
736,1151,77,1,2559.59
737,4316,61,5,926.94
738,4563,60,2,555.95
739,1002,190,5,4796.02
740,4677,91,4,2663.66
741,1273,108,4,4466.42
742,2338,191,3,81.25
743,148,137,5,1265.25
744,2775,38,2,2905.17
745,3167,167,4,4980.53
746,1903,32,3,-100.0
747,610,4,5,1525.07
748,2992,185,4,2653.6
749,4855,59,3,4550.79
750,1031,152,5,3907.36
751,239,157,3,1928.55
752,1593,129,4,76.98
753,1608,73,3,1245.98
754,4850,121,2,4483.51
755,870,119,5,1258.26
756,3975,89,2,1908.68
757,1562,113,1,1812.1
758,2809,195,2,464.65
759,2170,31,5,1939.57
760,2490,62,3,729.82
761,2979,158,1,-100.0
762,23,197,4,679.44
763,4994,140,2,2104.99
764,2742,152,2,3907.36
765,3523,77,3,2559.59
766,704,193,5,2690.69
767,576,61,5,926.94
768,4800,102,2,-100.0
769,4358,157,3,1928.55
770,3360,25,1,4873.2
771,1114,59,5,4550.79
772,1048,179,2,2927.37
773,3804,72,4,2818.18
774,4819,50,4,4506.29
775,1767,172,3,3055.81
776,4143,46,4,1952.31
777,3906,138,5,294.5
778,2438,85,2,4247.78
779,2067,26,4,369.95
780,1317,124,5,1937.01
781,4530,29,4,1699.59
782,3705,55,2,1111.45
783,2787,43,3,4302.52
784,1046,57,3,399.2
785,1300,14,4,3668.31
786,4151,157,2,1928.55
787,3493,49,3,3170.58
788,1217,73,3,1245.98
789,4662,57,5,399.2
790,2380,72,2,2818.18
791,4627,79,2,3629.97
792,1836,12,2,4862.4
793,4564,130,1,3752.98
794,4881,135,3,2322.77
795,2550,177,5,3147.92
796,1749,43,4,4302.52
797,3334,155,5,3620.25
798,4847,52,5,632.53
799,2727,89,5,1908.68
800,2021,36,4,2718.05
801,4509,74,1,1267.56
802,1647,177,1,3147.92
803,1362,63,5,770.1
804,1290,7,4,3125.61
805,91,91,2,2663.66
806,367,26,2,369.95
807,328,44,2,3031.07
808,4753,166,4,1710.25
809,3644,182,1,4162.32
810,2548,157,2,1928.55
811,2461,158,2,-100.0
812,4614,31,5,1939.57
813,2478,74,1,1267.56
814,2596,141,2,766.77
815,995,136,1,3716.48
816,4140,107,5,1766.94
817,4732,116,5,531.16
818,4421,3,1,3877.2
819,1823,195,5,464.65
820,2045,46,2,1952.31
821,4073,103,4,1731.91
822,3281,19,5,1417.95
823,4895,199,4,-100.0
824,73,123,3,2303.22
825,4933,158,3,-100.0
826,2991,191,4,81.25
827,4680,179,1,2927.37
828,3169,127,5,328.69
829,1243,94,3,3230.41
830,235,175,1,2517.05
831,4712,37,4,760.38
832,1740,132,2,4240.78
833,2088,127,5,328.69
834,1864,39,1,2333.6
835,3925,149,2,4496.99
836,3603,70,3,319.63
837,304,129,2,76.98
838,1862,56,1,1899.51
839,76,76,4,1483.57
840,1340,194,1,2886.29
841,1409,88,5,3820.04
842,2143,121,1,4483.51
843,796,6,2,958.78
844,2108,153,2,1022.31
845,3656,116,5,531.16
846,894,186,5,798.91
847,2188,117,4,4072.16
848,1894,170,5,2387.19
849,4286,20,2,3610.26
850,2999,80,5,226.32
851,306,24,2,2963.2
852,1601,182,5,4162.32
853,2853,102,2,-100.0
854,2386,151,4,3524.16
855,2964,66,1,1996.07
856,3603,10,2,974.25
857,101,114,2,505.47
858,2523,90,1,3801.92
859,4249,85,5,4247.78
860,4012,71,2,337.05
861,1260,127,5,328.69
862,3474,12,3,4862.4
863,303,25,4,4873.2
864,1837,162,5,1229.58
865,4170,78,3,1985.77
866,2621,88,1,3820.04
867,459,96,5,4329.81
868,1341,122,2,3402.63
869,3256,2,3,2709.86
870,3410,107,1,1766.94
871,2035,114,5,505.47
872,4868,5,1,2168.56
873,4637,135,1,2322.77
874,3744,96,3,4329.81
875,2466,30,1,3615.52
876,1536,131,5,736.05
877,2801,188,3,3546.42
878,4299,9,4,3404.01
879,1758,177,4,3147.92
880,880,14,3,3668.31
881,1501,55,3,1111.45
882,291,123,4,2303.22
883,4254,99,4,520.25
884,688,41,4,4586.2
885,2162,183,3,4040.56
886,2635,106,5,4109.75
887,2370,131,4,736.05
888,4746,98,4,-100.0
889,3213,43,1,4302.52
890,441,93,4,4958.13
891,4243,194,5,2886.29
892,4855,67,5,38.18
893,2257,195,1,464.65
894,3358,147,1,2139.32
895,139,175,2,2517.05
896,3924,42,2,1446.54
897,1538,60,1,555.95
898,1901,39,2,2333.6
899,3704,103,2,1731.91
900,2003,1,3,1748.2
901,4001,176,1,2176.21
902,4248,113,1,1812.1
903,183,185,3,2653.6
904,486,118,1,925.76
905,46,41,2,4586.2
906,3134,72,4,2818.18
907,2966,45,4,3551.27
908,3458,68,5,2362.37
909,2715,200,2,559.55
910,1773,73,4,1245.98
911,2498,87,5,1745.57
912,1798,175,2,2517.05
913,1836,6,3,958.78
914,2806,154,1,1864.28
915,4887,108,4,4466.42
916,1052,28,3,3057.52
917,927,119,2,1258.26
918,2009,138,2,294.5
919,3636,184,4,4757.3
920,1736,45,4,3551.27
921,2041,157,2,1928.55
922,3431,188,3,3546.42
923,2499,74,3,1267.56
924,35,77,5,2559.59
925,2207,35,5,4287.16
926,4826,57,4,399.2
927,1989,34,2,1016.61
928,4869,76,4,1483.57
929,1388,30,3,3615.52
930,664,36,1,2718.05
931,1606,158,5,-100.0
932,3771,41,5,4586.2
933,3403,75,2,2091.44
934,2010,70,2,319.63
935,6,20,3,3610.26
936,2636,109,3,4774.93
937,3082,31,3,1939.57
938,2661,189,4,1682.79
939,2246,20,3,3610.26
940,1575,108,2,4466.42
941,4637,161,5,3635.33
942,3583,80,1,226.32
943,3919,33,3,3398.73
944,2067,58,3,1991.41
945,1236,31,1,1939.57
946,4816,25,1,4873.2
947,4068,74,4,1267.56
948,2600,137,2,1265.25
949,3585,167,3,4980.53
950,2156,119,1,1258.26
951,3057,188,3,3546.42
952,2404,87,1,1745.57
953,3643,60,5,555.95
954,9,59,5,4550.79
955,865,137,4,1265.25
956,1152,104,5,4619.03
957,2609,192,4,4954.72
958,4198,46,4,1952.31
959,3371,172,4,3055.81
960,3457,65,5,1581.81
961,2235,169,5,2620.98
962,1289,171,5,4875.43
963,3618,57,1,399.2
964,2323,64,4,1190.2
965,4041,157,4,1928.55
966,3511,12,4,4862.4
967,24,71,3,337.05
968,3107,14,3,3668.31
969,4042,81,5,4980.81
970,909,64,3,1190.2
971,797,185,2,2653.6
972,4324,157,3,1928.55
973,4828,186,2,798.91
974,1794,113,5,1812.1
975,2819,128,5,21.76
976,2772,59,5,4550.79
977,4146,132,2,4240.78
978,4068,73,5,1245.98
979,1419,96,2,4329.81
980,830,61,2,926.94
981,1135,192,2,4954.72
982,1874,191,1,81.25
983,3775,141,1,766.77
984,4803,163,4,3906.47
985,2531,42,2,1446.54
986,3374,24,3,2963.2
987,81,131,4,736.05
988,3385,73,4,1245.98
989,4300,45,5,3551.27
990,2639,30,3,3615.52
991,4629,3,1,3877.2
992,1412,169,1,2620.98
993,267,90,5,3801.92
994,2951,52,1,632.53
995,3995,155,5,3620.25
996,249,124,2,1937.01
997,1328,40,1,4828.05
998,233,124,1,1937.01
999,2558,179,2,2927.37
1000,2675,71,4,337.05
1001,227,88,5,3820.04
1002,3562,186,5,798.91
1003,992,11,4,2074.52
1004,1412,23,1,4440.28
1005,3498,102,3,-100.0
1006,523,20,2,3610.26
1007,3187,126,4,4251.51
1008,1518,74,5,1267.56
1009,4747,74,1,1267.56
1010,362,148,5,3250.66
1011,2752,114,5,505.47
1012,4420,67,5,38.18
1013,944,125,4,2865.74
1014,4077,90,2,3801.92
1015,1060,66,3,1996.07
1016,2437,158,1,-100.0
1017,3352,36,3,2718.05
1018,2217,29,3,1699.59
1019,672,63,3,770.1
1020,1534,73,3,1245.98
1021,729,200,1,559.55
1022,920,57,3,399.2
1023,2839,38,1,2905.17
1024,4816,118,1,925.76
1025,533,29,5,1699.59
