order_id,customer_id,order_date,status
260,370,2025-12-19,Cancelled
261,361,2025-11-16,Completed
262,309,2024-06-28,Cancelled
263,344,2025-05-14,Pending
264,178,2025-08-11,Returned
265,803,2024-09-22,Pending
266,189,2026-06-04,Returned
267,136,2025-12-28,Cancelled
268,990,2025-05-03,Returned
269,520,2025-03-28,Pending
270,137,2026-06-12,Pending
271,670,2026-01-16,Returned
272,522,2024-10-30,Returned
273,198,2026-01-21,Completed
274,342,2024-09-15,Cancelled
275,645,2025-01-21,Completed
276,201,2026-03-08,Completed
277,556,2025-12-02,Completed
278,217,2026-04-07,Pending
279,620,2026-04-07,Cancelled
280,809,2025-04-10,Cancelled
281,57,2024-10-08,Returned
282,487,2024-09-15,Cancelled
283,487,2024-07-08,Completed
284,589,2026-06-04,Cancelled
285,183,2024-08-10,Returned
286,490,2025-04-29,Returned
287,893,2025-12-20,Completed
288,851,2025-02-23,Returned
289,749,2024-06-26,Cancelled
290,722,2025-08-21,Completed
291,120,2026-06-23,Returned
292,483,2024-07-07,Completed
293,207,2025-04-14,Completed
294,947,2025-05-20,Returned
295,350,2025-06-23,Completed
296,745,2025-02-27,Returned
297,125,2025-12-30,Completed
298,547,2024-11-30,Cancelled
299,762,2025-02-08,Returned
300,502,2026-02-07,Pending
301,546,2025-10-26,Cancelled
302,22,2024-12-07,Cancelled
303,733,2026-01-22,Returned
304,34,2025-11-21,Cancelled
305,101,2026-05-11,Pending
306,212,2024-08-02,Returned
307,144,2025-12-21,Pending
308,454,2026-04-17,Pending
309,101,2025-02-28,Returned
310,295,2025-07-25,Completed
311,518,2024-11-23,Completed
312,610,2026-05-04,Completed
313,841,2026-01-05,Completed
314,290,2026-06-20,Cancelled
315,97,2026-05-17,Cancelled
316,581,2025-05-19,Returned
317,704,2024-12-06,Completed
318,264,2025-03-13,Completed
319,60,2026-06-19,Completed
320,449,2026-01-06,Completed
321,451,2025-04-25,Cancelled
322,196,2026-05-31,Completed
323,208,2026-06-01,Returned
324,809,2025-12-09,Completed
325,443,2025-03-17,Completed
326,203,2025-01-26,Cancelled
327,963,2024-07-29,Cancelled
328,467,2026-04-25,Completed
329,871,2025-12-14,Returned
330,588,2025-10-30,Cancelled
331,404,2024-08-24,Cancelled
332,365,2025-12-11,Cancelled
333,453,2024-12-25,Returned
334,954,2024-09-25,Cancelled
335,179,2025-09-09,Returned
336,114,2024-11-10,Cancelled
337,745,2025-03-14,Cancelled
338,9,2026-06-09,Cancelled
339,675,2025-02-26,Cancelled
340,814,2024-10-26,Pending
341,108,2025-11-20,Completed
342,776,2024-10-15,Cancelled
343,876,2024-07-02,Cancelled
344,656,2024-07-01,Cancelled
345,40,2025-08-12,Pending
346,816,2024-10-15,Returned
347,645,2025-02-03,Pending
348,821,2024-10-21,Cancelled
349,732,2024-12-31,Returned
350,543,2025-01-04,Completed
351,262,2025-03-27,Completed
352,394,2026-06-15,Cancelled
353,665,2025-10-28,Pending
354,489,2024-07-01,Returned
355,789,2026-05-27,Cancelled
356,308,2026-04-09,Returned
357,383,2025-10-09,Cancelled
358,567,2025-10-10,Returned
359,444,2024-08-28,Pending
360,27,2025-11-10,Completed
361,77,2025-04-12,Pending
362,943,2025-03-11,Completed
363,565,2026-03-14,Completed
364,576,2026-04-11,Returned
365,180,2025-07-01,Completed
366,712,2024-09-16,Cancelled
367,198,2025-06-12,Pending
368,740,2026-01-05,Cancelled
369,802,2026-06-06,Cancelled
370,838,2025-09-22,Cancelled
371,434,2025-10-28,Pending
372,770,2024-12-28,Pending
373,417,2024-10-10,Cancelled
374,782,2026-06-16,Returned
375,867,2025-09-03,Completed
376,199,2025-07-29,Pending
377,73,2025-12-23,Returned
378,388,2026-05-16,Pending
379,502,2025-10-27,Returned
380,152,2025-06-22,Pending
381,226,2025-10-10,Pending
382,280,2026-01-05,Cancelled
383,224,2024-10-10,Pending
384,475,2025-04-18,Completed
385,460,2025-12-08,Cancelled
386,803,2025-05-28,Pending
387,800,2026-06-09,Cancelled
388,646,2026-03-25,Cancelled
389,279,2025-09-15,Pending
390,164,2024-12-29,Cancelled
391,656,2024-07-17,Returned
392,392,2026-06-14,Completed
393,822,2025-03-22,Cancelled
394,807,2026-02-28,Cancelled
395,332,2024-09-11,Pending
396,458,2025-09-19,Cancelled
397,91,2025-09-17,Pending
398,890,2024-10-20,Returned
399,212,2025-06-17,Returned
400,230,2024-08-09,Completed
401,970,2025-04-20,Cancelled
402,7,2026-03-07,Pending
403,340,2026-05-26,Completed
404,511,2025-08-27,Returned
405,65,2025-08-30,Pending
406,685,2025-01-10,Pending
407,479,2025-07-04,Pending
408,916,2025-11-18,Pending
409,397,2025-10-10,Pending
410,467,2026-01-19,Returned
411,773,2025-07-25,Pending
412,875,2025-06-08,Returned
413,507,2026-04-08,Pending
414,544,2025-11-05,Cancelled
415,834,2026-05-09,Completed
416,95,2025-05-06,Completed
417,981,2026-01-12,Returned
418,724,2026-05-31,Returned
419,957,2025-06-03,Completed
420,85,2025-06-26,Completed
421,152,2026-03-19,Cancelled
422,643,2026-04-03,Returned
423,765,2026-03-10,Cancelled
424,574,2025-01-17,Completed
425,437,2025-04-25,Completed
426,448,2025-03-12,Completed
427,156,2025-05-26,Pending
428,492,2024-07-09,Pending
429,158,2026-05-29,Completed
430,537,2025-10-23,Returned
431,518,2024-07-31,Returned
432,113,2025-03-22,Pending
433,4,2025-08-12,Pending
434,549,2024-08-03,Returned
435,518,2026-02-27,Returned
436,416,2025-06-24,Pending
437,290,2025-11-17,Cancelled
438,316,2024-12-22,Returned
439,462,2025-04-15,Cancelled
440,721,2025-03-25,Returned
441,10,2024-10-31,Pending
442,526,2025-01-13,Completed
443,566,2025-05-18,Pending
444,97,2025-07-12,Returned
445,554,2025-02-05,Completed
446,953,2025-10-17,Cancelled
447,253,2026-01-15,Returned
448,920,2026-05-19,Pending
449,705,2025-10-08,Pending
450,784,2024-08-16,Cancelled
451,619,2024-09-26,Pending
452,705,2026-01-10,Returned
453,182,2024-09-20,Pending
454,692,2025-08-10,Pending
455,18,2026-03-04,Pending
456,206,2025-06-11,Pending
457,423,2025-06-22,Pending
458,517,2025-07-22,Pending
459,576,2026-03-19,Pending
460,654,2024-07-13,Pending
461,702,2025-05-19,Returned
462,133,2026-01-21,Pending
463,992,2026-06-22,Completed
464,544,2024-08-03,Returned
465,130,2024-07-22,Returned
466,147,2025-01-08,Pending
467,551,2025-01-15,Cancelled
468,874,2025-09-26,Completed
469,72,2025-04-05,Cancelled
470,202,2024-12-27,Cancelled
471,8,2025-07-17,Returned
472,651,2026-03-27,Returned
473,810,2025-01-03,Cancelled
474,634,2024-11-20,Cancelled
475,403,2026-03-24,Pending
476,287,2024-10-24,Returned
477,553,2025-12-17,Cancelled
478,844,2025-05-11,Pending
479,129,2026-02-16,Pending
480,144,2025-01-22,Completed
481,987,2025-07-07,Cancelled
482,542,2024-06-25,Returned
483,270,2025-05-22,Completed
484,823,2026-02-07,Completed
485,786,2025-03-25,Cancelled
486,597,2025-10-22,Cancelled
487,518,2026-02-08,Cancelled
488,961,2024-07-01,Cancelled
489,195,2024-08-26,Cancelled
490,588,2026-05-12,Pending
491,538,2025-12-05,Returned
492,487,2026-02-25,Completed
493,440,2025-04-27,Pending
494,975,2026-04-06,Returned
495,197,2025-08-25,Pending
496,118,2025-07-11,Cancelled
497,590,2025-10-10,Pending
498,463,2026-04-22,Pending
499,918,2026-02-24,Pending
500,581,2025-05-22,Returned
501,462,2025-02-17,Pending
502,625,2025-09-16,Completed
503,54,2026-06-20,Pending
504,770,2025-03-07,Cancelled
505,663,2026-04-05,Returned
506,863,2026-04-06,Returned
507,790,2025-08-02,Completed
508,196,2024-08-11,Pending
509,701,2025-02-07,Returned
510,927,2026-05-20,Completed
511,155,2025-04-12,Completed
512,500,2025-08-06,Cancelled
513,354,2025-09-28,Returned
514,624,2026-04-02,Pending
515,355,2025-12-11,Pending
516,964,2025-10-12,Returned
517,708,2025-08-03,Completed
518,364,2025-06-12,Cancelled
519,524,2025-02-03,Completed
520,110,2026-03-14,Cancelled
521,647,2025-06-01,Returned
522,133,2025-01-25,Cancelled
523,814,2024-09-12,Cancelled
524,187,2024-07-27,Returned
525,593,2024-10-11,Cancelled
526,488,2026-05-08,Returned
527,863,2026-03-29,Completed
528,635,2024-07-25,Cancelled
529,358,2025-02-02,Returned
530,255,2025-09-17,Completed
531,827,2024-07-14,Returned
532,258,2024-10-16,Completed
533,87,2024-10-08,Returned
534,751,2025-03-03,Completed
535,447,2025-07-22,Completed
536,833,2024-12-07,Cancelled
537,372,2026-04-30,Returned
538,526,2026-05-30,Pending
539,442,2025-02-22,Completed
540,957,2025-10-17,Returned
541,147,2025-05-10,Cancelled
542,565,2026-01-13,Completed
543,338,2025-06-28,Completed
544,651,2025-10-29,Cancelled
545,939,2024-12-15,Completed
546,380,2026-03-31,Completed
547,222,2026-04-23,Cancelled
548,247,2025-11-07,Completed
549,723,2026-02-09,Cancelled
550,366,2025-12-04,Cancelled
551,236,2024-08-17,Pending
552,650,2025-02-19,Cancelled
553,988,2025-06-18,Returned
554,157,2024-12-27,Cancelled
555,170,2025-08-08,Returned
556,225,2024-08-18,Cancelled
557,752,2025-08-25,Pending
558,315,2026-03-18,Cancelled
559,705,2026-01-20,Pending
560,56,2026-03-29,Cancelled
561,719,2026-01-16,Cancelled
562,590,2025-01-01,Pending
563,217,2025-12-11,Completed
564,374,2024-10-07,Pending
565,484,2025-12-25,Cancelled
566,510,2025-01-03,Returned
567,392,2025-02-09,Pending
568,492,2026-04-24,Completed
569,422,2025-04-09,Returned
570,560,2025-08-27,Returned
571,441,2025-02-16,Pending
572,457,2025-10-07,Returned
573,217,2026-05-03,Cancelled
574,645,2025-05-19,Pending
575,635,2025-06-18,Returned
576,908,2024-10-09,Cancelled
577,972,2024-08-09,Returned
578,221,2025-06-23,Cancelled
579,906,2025-12-12,Returned
580,3,2025-10-29,Completed
581,199,2025-03-23,Completed
582,170,2024-11-22,Completed
583,124,2024-09-13,Pending
584,270,2026-05-14,Returned
585,578,2026-02-12,Cancelled
586,722,2026-02-13,Returned
587,168,2024-09-25,Cancelled
588,251,2025-10-19,Returned
589,35,2026-05-27,Completed
590,508,2026-01-17,Pending
591,290,2025-05-31,Returned
592,6,2025-07-06,Pending
593,340,2024-10-10,Pending
594,678,2024-09-01,Cancelled
595,65,2025-11-30,Cancelled
596,892,2026-03-11,Cancelled
597,928,2025-03-23,Cancelled
598,722,2025-02-27,Returned
599,635,2024-08-02,Pending
600,708,2025-11-07,Returned
601,639,2024-07-21,Returned
602,162,2025-05-22,Returned
603,471,2026-01-02,Completed
604,876,2024-09-26,Pending
605,671,2025-06-26,Cancelled
606,313,2026-04-26,Cancelled
607,752,2026-05-24,Returned
608,112,2025-05-20,Completed
609,58,2026-02-21,Cancelled
610,711,2025-06-15,Cancelled
611,116,2025-08-13,Pending
612,238,2025-08-06,Completed
613,71,2025-02-02,Completed
614,523,2024-07-25,Pending
615,631,2024-10-31,Cancelled
616,158,2024-12-13,Returned
617,983,2025-02-19,Completed
618,348,2025-02-09,Cancelled
619,919,2025-01-29,Completed
620,706,2025-11-01,Completed
621,174,2025-07-15,Cancelled
622,27,2025-08-01,Pending
623,269,2025-11-07,Returned
624,902,2024-07-15,Returned
625,61,2025-02-07,Cancelled
626,423,2026-05-04,Returned
627,254,2025-07-17,Cancelled
628,907,2025-02-25,Pending
629,849,2024-08-02,Pending
630,925,2025-08-18,Pending
631,900,2025-12-22,Cancelled
632,659,2025-12-17,Completed
633,208,2026-05-02,Returned
634,921,2025-05-15,Returned
635,54,2025-04-25,Completed
636,950,2026-06-09,Cancelled
637,940,2025-07-10,Pending
638,929,2024-07-09,Returned
639,836,2026-03-14,Returned
640,796,2025-08-30,Pending
641,205,2025-01-06,Cancelled
642,464,2024-09-14,Cancelled
643,42,2025-09-16,Returned
644,978,2025-04-02,Cancelled
645,838,2026-03-18,Completed
646,293,2024-10-30,Returned
647,611,2025-05-03,Returned
648,947,2025-03-19,Cancelled
649,817,2025-01-17,Cancelled
650,992,2024-09-18,Cancelled
651,848,2025-06-24,Completed
652,621,2024-12-28,Pending
653,684,2026-06-09,Cancelled
654,627,2024-07-09,Returned
655,807,2026-02-15,Cancelled
656,360,2025-03-23,Completed
657,706,2025-12-12,Cancelled
658,66,2026-04-19,Pending
659,186,2025-02-22,Returned
660,297,2025-11-06,Returned
661,808,2026-06-12,Cancelled
662,70,2024-11-19,Pending
663,419,2025-01-24,Cancelled
664,163,2026-01-15,Pending
665,538,2025-08-17,Pending
666,704,2025-05-09,Completed
667,196,2024-11-06,Returned
668,533,2026-04-19,Cancelled
669,889,2025-08-02,Cancelled
670,862,2026-03-15,Pending
671,254,2025-07-11,Completed
672,471,2025-02-11,Pending
673,88,2025-05-28,Returned
674,109,2026-05-14,Completed
675,541,2026-05-10,Returned
676,498,2024-08-25,Cancelled
677,787,2025-01-11,Completed
678,134,2026-04-18,Completed
679,393,2025-09-20,Pending
680,248,2024-12-02,Completed
681,452,2025-02-24,Completed
682,841,2024-08-15,Returned
683,157,2025-06-16,Completed
684,934,2026-04-13,Pending
685,969,2026-02-15,Completed
686,392,2024-09-21,Pending
687,171,2025-02-11,Completed
688,576,2024-10-08,Pending
689,654,2024-09-19,Returned
690,359,2026-01-16,Cancelled
691,790,2024-09-14,Pending
692,11,2026-04-11,Cancelled
693,239,2026-06-13,Pending
694,636,2025-07-31,Returned
695,940,2025-02-04,Cancelled
696,938,2026-03-08,Returned
697,279,2024-11-29,Returned
698,395,2025-09-13,Completed
699,916,2026-05-11,Completed
700,602,2024-09-10,Completed
701,824,2024-12-28,Pending
702,457,2026-04-22,Completed
703,891,2026-05-18,Cancelled
704,767,2025-11-14,Cancelled
705,967,2025-05-15,Completed
706,937,2024-11-28,Pending
707,951,2026-05-30,Completed
708,265,2025-09-18,Pending
709,248,2024-09-29,Cancelled
710,98,2024-12-04,Cancelled
711,208,2025-11-18,Returned
712,402,2025-07-04,Completed
713,440,2025-08-17,Pending
714,692,2025-12-05,Completed
715,48,2025-12-27,Cancelled
716,896,2024-06-24,Cancelled
717,835,2024-07-02,Cancelled
718,77,2025-06-13,Pending
719,589,2026-01-25,Pending
720,837,2024-08-06,Completed
721,721,2025-04-13,Completed
722,45,2025-11-03,Pending
723,921,2024-10-15,Completed
724,452,2024-09-01,Returned
725,457,2025-03-02,Pending
726,227,2024-08-26,Pending
727,427,2024-10-09,Returned
728,983,2026-03-27,Pending
729,981,2024-12-02,Returned
730,255,2026-03-13,Completed
731,692,2025-02-02,Completed
732,336,2025-05-20,Completed
733,470,2024-10-14,Returned
734,939,2026-06-24,Pending
735,592,2025-03-18,Cancelled
736,303,2026-01-01,Cancelled
737,328,2024-07-03,Completed
738,973,2025-12-26,Cancelled
739,350,2024-11-09,Pending
740,979,2025-01-31,Returned
741,203,2024-12-21,Cancelled
742,951,2026-05-05,Pending
743,153,2025-11-10,Completed
744,801,2026-02-20,Completed
745,769,2026-02-14,Completed
746,658,2026-06-13,Pending
747,704,2026-06-19,Completed
748,988,2026-02-16,Returned
749,292,2025-09-12,Pending
750,872,2026-04-27,Completed
751,632,2025-08-15,Cancelled
752,405,2025-07-08,Returned
753,479,2025-10-03,Returned
754,24,2026-02-01,Cancelled
755,117,2025-10-05,Completed
756,19,2024-12-23,Returned
757,288,2025-12-26,Cancelled
758,893,2024-11-14,Completed
759,595,2026-05-12,Cancelled
760,864,2024-10-24,Completed
761,661,2024-09-13,Pending
762,755,2025-11-20,Pending
763,795,2025-06-16,Pending
764,792,2025-07-06,Cancelled
765,750,2025-07-24,Cancelled
766,675,2026-05-05,Completed
767,638,2024-09-26,Completed
768,558,2026-05-25,Completed
769,980,2025-02-19,Pending
770,184,2025-10-27,Returned
771,388,2024-12-15,Returned
772,965,2025-03-07,Pending
773,661,2025-11-19,Cancelled
774,974,2025-12-25,Pending
775,505,2025-12-05,Pending
776,105,2025-05-31,Cancelled
777,741,2025-01-10,Returned
778,294,2026-06-01,Returned
779,481,2025-04-03,Cancelled
780,683,2025-07-11,Pending
781,900,2026-03-22,Completed
782,693,2025-10-15,Completed
783,720,2025-06-05,Completed
784,606,2025-09-14,Completed
785,538,2025-03-01,Completed
786,495,2025-08-29,Cancelled
787,907,2025-11-27,Pending
788,263,2025-04-27,Completed
789,101,2026-06-04,Returned
790,714,2026-06-03,Pending
791,867,2025-09-16,Completed
792,377,2026-04-26,Cancelled
793,198,2025-10-18,Cancelled
794,957,2025-05-06,Pending
795,52,2025-08-22,Pending
796,749,2025-03-30,Returned
797,22,2025-06-28,Cancelled
798,771,2024-09-29,Cancelled
799,273,2026-03-12,Cancelled
800,67,2024-12-07,Completed
801,165,2025-01-15,Completed
802,198,2025-10-07,Returned
803,430,2026-01-02,Completed
804,470,2025-05-11,Pending
805,495,2025-09-19,Pending
806,806,2024-10-30,Pending
807,712,2026-04-13,Cancelled
808,908,2024-08-27,Cancelled
809,677,2026-02-19,Cancelled
810,188,2026-02-16,Completed
811,581,2025-02-25,Returned
812,905,2024-11-19,Pending
813,997,2025-03-25,Pending
814,810,2025-08-29,Pending
815,899,2026-02-10,Returned
816,469,2026-05-22,Completed
817,897,2025-04-16,Completed
818,454,2024-10-30,Completed
819,193,2025-05-08,Completed
820,777,2025-07-04,Cancelled
821,483,2025-11-11,Returned
822,534,2024-10-27,Pending
823,994,2025-06-12,Pending
824,760,2026-01-01,Pending
825,552,2025-12-22,Completed
826,629,2024-09-25,Cancelled
827,320,2026-02-16,Returned
828,115,2025-12-03,Cancelled
829,15,2025-10-16,Returned
830,23,2025-12-05,Returned
831,16,2024-09-27,Completed
832,964,2025-06-14,Cancelled
833,429,2025-04-12,Cancelled
834,592,2026-06-11,Returned
835,66,2024-10-29,Cancelled
836,609,2025-10-31,Completed
837,750,2024-10-14,Cancelled
838,238,2025-05-11,Returned
839,994,2024-10-13,Returned
840,828,2026-03-21,Cancelled
841,471,2025-09-23,Completed
842,681,2026-03-06,Cancelled
843,715,2024-10-07,Completed
844,622,2024-12-23,Completed
845,50,2025-05-22,Completed
846,158,2024-07-02,Pending
847,337,2024-07-30,Cancelled
848,798,2025-08-31,Returned
849,807,2024-08-16,Pending
850,93,2025-09-21,Completed
851,515,2025-04-24,Pending
852,315,2026-03-28,Completed
853,351,2024-07-31,Cancelled
854,197,2026-04-12,Returned
855,174,2025-09-02,Returned
856,216,2025-01-10,Returned
857,406,2024-11-25,Pending
858,274,2025-09-20,Cancelled
859,542,2025-07-03,Pending
860,774,2024-07-23,Cancelled
861,158,2025-06-06,Cancelled
862,713,2025-11-20,Returned
863,292,2026-01-30,Pending
864,345,2024-10-26,Completed
865,248,2025-11-02,Cancelled
866,415,2024-12-14,Returned
867,704,2024-12-09,Pending
868,524,2025-09-24,Completed
869,527,2026-01-07,Cancelled
870,312,2026-03-27,Cancelled
871,853,2024-07-04,Pending
872,418,2024-11-30,Completed
873,762,2025-02-13,Pending
874,505,2025-07-31,Cancelled
875,152,2025-10-28,Completed
876,182,2024-09-05,Cancelled
877,601,2025-06-29,Returned
878,87,2026-06-15,Cancelled
879,89,2024-09-28,Cancelled
880,635,2026-01-25,Completed
881,916,2025-11-01,Returned
882,487,2026-05-21,Returned
883,662,2025-12-10,Returned
884,874,2024-10-17,Cancelled
885,263,2025-12-25,Returned
886,532,2025-04-25,Completed
887,396,2024-11-24,Returned
888,323,2025-12-09,Returned
889,697,2026-05-25,Completed
890,723,2025-11-10,Cancelled
891,431,2025-10-07,Completed
892,146,2026-01-15,Returned
893,668,2025-05-26,Pending
894,9,2024-10-05,Pending
895,580,2025-06-23,Cancelled
896,566,2024-10-20,Cancelled
